"X0","X1","X2"
-2.3997822043887735e+00,2.3529229926834807e+00,-1.5537953864612652e+00
6.2631692613067624e-01,-1.8527901230539681e+00,2.6600320048660828e+00
-3.6681062148798427e-01,1.7456578887157770e+00,2.0891364208543735e+00
3.0594366779892166e+00,-2.5098269000075737e+00,-2.8413551769945715e+00
8.7364398488333883e-01,1.7789252222169951e+00,2.4251017634094820e+00
-1.7721861817474904e-01,2.4227498882948515e+00,-2.1111871983494934e+00
-5.1448000058045773e-01,-3.4590825803306968e-01,3.8755660908463163e-02
-2.6915472146706505e+00,-1.1359542698847394e+00,-4.2576171192705914e-01
-2.8610115144948014e+00,-5.8798962958497603e-01,1.3270451332235398e+00
-2.2634388301687292e-01,-7.9094797086841062e-01,4.4191142526540528e-01
-1.8281640471489247e+00,2.8381070169067470e+00,-5.8823269562165281e-01
1.2157097848663767e-01,9.2583965222668141e-01,5.5402186519101537e-01
-1.6902560664604538e-01,2.6784265332960384e+00,2.5493741907606573e+00
1.5024543938195656e+00,2.6488994617305579e+00,1.1883241642591855e+00
3.0988419408459489e-01,-1.4621252339809414e+00,-2.6664674586940613e+00
1.2982381916580259e+00,2.4750639916686348e+00,-2.3237489554969626e-01
1.4820547230420775e+00,2.8288229450348448e+00,-2.9638651635013811e+00
-6.9597756460685378e-01,2.7011926866769933e+00,2.6308122517250432e+00
2.3886202201195861e-02,3.0607212497725769e+00,-6.7000518766091455e-01
-4.2197426725578513e-01,-3.0068558052106713e+00,2.3354982277689924e+00
-1.0720446207334731e+00,1.1558474716810343e+00,-2.2025888257141784e+00
-3.1036674234637376e+00,-2.7592928337460441e+00,-8.6610108322188095e-01
4.1775581853649602e-01,-7.9374352702863904e-01,-6.8633894240514781e-01
9.2975315217547116e-01,2.0549933438195929e+00,-1.6213863621820663e+00
-6.6370427383339647e-01,-2.3542671637906105e+00,8.7571928954501832e-02
6.4814605995469288e-01,4.1986951756683366e-01,-7.0697135782902487e-01
-1.9975538952062830e+00,-8.5005697255399859e-01,1.9425369964396104e+00
-3.1359531419409259e+00,-2.4299077539219827e+00,-3.6971558154756057e-02
-1.6593132285181962e+00,7.9166200780998608e-01,-2.6028477117080175e+00
3.5574664241223752e-01,2.7496427802475747e+00,1.2102472062554614e+00
-3.0574869401149587e+00,1.7595103670643386e+00,1.7783109047655516e+00
-2.2281518744758850e+00,-1.8891884814564621e+00,7.7408333485206793e-01
1.9168084191759185e+00,3.3714786954275322e-02,-1.1007993264992284e+00
2.5142457668583154e+00,-1.6130366708077617e+00,1.1784463701457781e-01
1.5040276030223882e+00,-1.0300407011111510e+00,2.0378887510442647e+00
-2.7893350091704505e-01,2.1954557776701717e+00,-5.1689382366148617e-01
9.0044255285365082e-01,-2.3504776534950178e+00,1.9560789593896688e+00
-3.0958185897192689e+00,2.5416911877859061e+00,1.4604044210037221e+00
-1.4515915957052434e+00,1.2553962319367677e+00,-7.9377459549956786e-01
1.0426356909081234e+00,-2.8102612601061470e+00,-1.3707635670121707e+00
2.8734404115478753e+00,-4.8575066798784761e-02,-2.2602860499973891e+00
-8.9450361497170050e-01,-2.8427327899001105e+00,1.3925824608467110e+00
1.0128795434277453e+00,2.2091872652135454e+00,2.6214535614052412e+00
2.1643960611869630e+00,-2.4431198914744137e+00,-1.9643219714212936e+00
2.3791309321649114e+00,3.1109114867234444e-01,-2.3396702823589894e+00
-6.3718617771547281e-01,7.8346644665032139e-01,1.9511656720750699e+00
-2.4782164473703929e+00,-3.0664277612842339e-01,2.9513174750109608e+00
-1.6541431943578819e+00,3.1620812006828425e-01,1.1453168346474278e+00
-2.0206435410283445e+00,-7.3706472973582038e-01,-2.4894933321110000e+00
1.4369280813946697e+00,-2.3654964932996378e+00,-1.1454240151241653e+00
2.9561457601029719e+00,2.3083463969569600e+00,1.4766791082296473e+00
-2.5233164167186537e+00,-1.2694632905465852e+00,-8.9049454142866491e-01
-2.8421493855337285e+00,4.5557767409016137e-01,9.1461828508062482e-01
7.8961040868657495e-01,1.3146298349515915e+00,2.6078020740985428e+00
-5.2768658448021233e-01,-4.2855797264756168e-01,2.3030713476808922e+00
-1.1104132164012110e+00,-8.1518242696719145e-02,-3.1935722005196965e-01
-7.9783595844701605e-01,2.3786399044244622e-01,-1.7056278585177742e+00
-1.0150655091598302e+00,-2.5860352514498297e-01,-1.1554127888189465e+00
3.0361733128541788e+00,2.8231567378260314e+00,2.7381876402099943e+00
1.3296389481846269e+00,1.2738954580349304e-01,2.7612247911389511e+00
2.5522174245406619e+00,-2.5715766161774058e+00,-2.7603617321594025e+00
-2.6353099063617762e+00,-2.0114492921122826e+00,6.4922380162636806e-01
6.6816822948623233e-01,-1.4141722880536416e+00,2.9323770938709552e+00
1.0292898892549234e+00,-1.4703115131928834e+00,2.2509004288506027e+00
2.2040062082006617e+00,-7.5843488228397637e-01,7.6462540790632438e-01
2.4826097327180578e+00,1.0370531152758655e+00,4.9662901721691233e-01
-5.3881169431889253e-01,2.1272218022691129e+00,-1.9374735248478778e+00
-2.3449331016386954e+00,-7.5615413781588225e-01,-8.8923422584442369e-01
1.8020187301017199e-01,1.5969373740681876e+00,-2.8472710475646625e+00
1.0911555517205676e+00,-2.3573439584372569e-01,9.3632578756827289e-01
1.8506171588338711e+00,1.5914350981731298e+00,-7.8330096913845493e-01
-5.7650708208368195e-01,1.8819540995760660e+00,3.0449420807406806e+00
1.1269570035843932e+00,1.4732541221574067e+00,-9.0691749452320414e-01
-2.0382465469330322e+00,-2.0310865170109116e+00,2.0959206921080531e+00
2.2736535717380200e+00,2.4260709759823049e+00,2.4283558016833791e+00
1.1851557912220789e-01,-5.0549200501407210e-02,7.4120164228661167e-01
1.8317807553755445e+00,9.1386487047932530e-01,2.2973251949242082e+00
2.4252738296082805e+00,2.4940122519887735e+00,-7.7421557088337956e-01
-1.9720776606065271e+00,-8.2669690795120720e-01,-2.1657854182053882e+00
-1.7184287514316710e-01,2.2639267116914743e+00,1.8188321339224922e+00
-6.2015214411633446e-01,-2.6957807983478577e+00,-1.4154950433199835e+00
1.6585359689684482e+00,-7.9538073902927975e-01,2.3837588759071968e+00
-1.6338667240510565e+00,1.6269006677023796e+00,3.1625964013294272e-01
3.1134936444230332e+00,2.2441309854443690e+00,1.6181913899903533e+00
1.8498722721896677e+00,5.5652618645275576e-01,1.3976336424570670e+00
1.7415645746391633e+00,-1.5168661686336096e+00,9.0344749221898280e-01
2.8634356743330907e+00,-2.4617327973011833e+00,4.5270737242324044e-01
-1.1876838197354509e+00,1.7075406132372066e+00,5.2370357474329055e-02
-1.1000723049488803e-01,-1.1140103122856413e+00,-2.4677024970384096e+00
-1.0735019406515174e+00,-1.2305898886845767e-01,-3.1344747354881841e+00
5.8996846112870260e-01,1.9210806533175830e+00,2.6166577680106471e+00
1.5525753085709066e+00,3.0608459056810311e+00,-1.2444784650444323e+00
-3.9891935053335059e-01,2.2069381186181491e+00,1.3366818218983854e+00
5.6820355732366901e-01,1.2235297298046781e+00,-1.2803115096346565e+00
-4.6342906891268765e-01,-1.9079927623854731e-01,-1.1144012699489720e+00
1.3861095502385652e+00,-1.6354964422160734e-01,1.9141336656261112e+00
8.0005403447522960e-01,-1.2897659852711172e+00,1.0785681338087461e+00
-1.1811552924682964e+00,-1.0682239911607656e+00,-1.2445093862025469e+00
1.2779448323120546e+00,-6.9927929705818270e-01,-1.2023203254576660e+00
-9.6702325758165664e-01,-2.6338885948630466e+00,1.4140323218837150e+00
-3.1039855827480354e+00,1.7618318450946209e+00,2.5227306631428412e+00
-1.1069198350426865e+00,2.6783022588963483e+00,2.4420768477655752e+00
2.8132685560537736e+00,1.7273002176959071e+00,2.9126973783081960e+00
-1.1575379066357374e+00,-1.1629205968913043e+00,-4.5499227891339178e-01
-1.2630748774692746e+00,-1.6934799747997726e+00,-1.7604634299196791e+00
2.0331570299738111e+00,1.5927792849931199e+00,-1.4230477920643663e+00
-2.0216325816273617e-01,-2.0190660137284633e-01,1.2987667097073494e+00
1.6309571271446135e+00,-6.1256033730444770e-01,-3.4519375609825653e-01
2.7925478669281416e+00,-1.3609020814088384e+00,1.7658886794037336e+00
4.9722495881082152e-01,-2.5503116032572390e+00,2.5419877323525677e+00
-3.4579958116656284e-01,1.6234380729129017e-01,2.1541877501333930e+00
2.7094261409364240e+00,8.1291567343332938e-01,-1.1416201425174619e+00
4.8230021556466118e-01,1.2815937546866669e+00,1.4303871405585458e+00
3.4704543617276373e-01,2.6348217750865679e+00,-2.9602833904649266e+00
-5.3196379086840739e-01,-1.7939207459398367e+00,7.5677358156496322e-01
5.8343673120500172e-01,7.5958527878145832e-01,2.2456356496742567e+00
-2.8658082624965253e+00,2.9001771181712011e+00,1.4250825628533992e+00
-1.7175289471173016e+00,-3.0208205132073158e+00,2.6510072321565179e+00
-2.1137790095001101e+00,-1.3378798829229144e+00,2.0285593433545142e+00
2.4678639129494897e+00,-9.7417807062208883e-01,-1.4981400146302686e+00
-2.9205386662427251e+00,-2.6302609524914367e-02,-2.0757344018331403e+00
2.7149498212556020e+00,-1.8439126124826239e+00,2.3591215430524217e+00
-2.0648659784649404e-01,-1.7728229902864292e+00,2.9399475589181767e-01
1.5480912404696143e+00,-2.0111197917856192e+00,-9.1664151855247900e-01
2.3303321679345252e+00,2.4034581662157732e+00,1.0314837809173447e+00
-1.6046202966130318e+00,-9.5398724923968192e-01,1.0055990903383600e+00
-4.8558208463010999e-01,-1.6849553564674720e+00,-5.2613150413869247e-01
-2.0820634418200452e+00,-2.5108593961901491e+00,-7.0416504609521091e-02
-2.4774714732569043e+00,2.8638528102786704e+00,2.2266808154659961e+00
6.7423855856228432e-01,-1.4112201791071368e+00,-8.7822913065435682e-01
1.5920428489629028e+00,3.0551737743814291e+00,1.4678961184240888e+00
-3.1084093861503654e+00,-1.5947984050240398e+00,-2.8780140286484195e+00
1.7412429980870465e+00,2.1837606415121051e+00,2.4702564649679379e+00
2.2629109077377159e+00,-3.9451781113631190e-01,1.3136640874911407e+00
2.8128178191085125e+00,1.3275119939749924e+00,-1.7302251174544954e+00
-7.6083074240766280e-01,-1.9853336121535199e+00,-2.4633194333823916e-01
1.8097766810236449e+00,-1.0734223755196846e+00,2.6621620974144822e+00
1.5482318003024798e-02,-1.8704017047127972e+00,-2.6781945988719609e+00
2.5808465640519618e+00,-2.8755147591130794e+00,1.0782883594271562e+00
-2.5870863517014149e+00,-1.7201929699611840e+00,7.5758941167417149e-01
1.6946908651030048e+00,2.8724772940267167e+00,1.9302309977867091e+00
2.4759067538033044e+00,9.0955913510603814e-01,-8.5975527841408006e-01
-2.6786085283767020e+00,-2.6801782324447987e+00,2.1076276820606097e+00
1.5186386614827327e+00,-2.8623279593978492e+00,1.9198601018973296e+00
-1.0781552288964571e+00,-1.6553198614191460e+00,2.3265663027210888e+00
-2.0105746454971034e+00,1.0899494499981710e+00,-1.8581752647159608e+00
2.4424431931556896e+00,-3.0516293428300196e+00,-1.8307139661791356e+00
-8.6405552773171523e-01,-1.0365732941531558e-01,-1.8009161272667726e+00
-3.0663618595558675e+00,-2.9560266564627602e-01,-8.0650460100258181e-01
-1.9504199068139738e+00,-7.4194795922678569e-01,-2.4381125037092777e+00
2.5857806996849986e+00,1.0588469087624759e+00,-1.3272722182799515e+00
2.5679956684223546e+00,2.5380209728943610e+00,1.3168900695777186e+00
2.1167295247917242e+00,1.7880053722394011e+00,-1.3494324168274114e+00
1.7173586670735936e+00,-8.1635118562397269e-01,2.9750267803042885e+00
2.8685694656999976e+00,-1.6715385803495790e+00,3.7592753905512177e-01
3.0027699038842064e+00,5.9676989076702869e-01,1.4740123862710064e-02
3.0824084460581211e+00,1.9592651914483774e+00,1.4358386610713252e+00
1.7035215563355672e+00,-1.9896405012431284e-01,-1.9812735598619855e+00
-2.0739702746831741e+00,2.6528469328519702e+00,9.8096727757740609e-01
-1.7073616556273357e+00,2.1126271520028723e+00,-3.1009523632012690e+00
-3.9730975698229321e-01,-1.4468007834019625e+00,-3.0104886699742841e+00
-2.8930773570564381e+00,1.3229659794371837e+00,5.0407734320296127e-01
-1.2471418351556920e+00,-1.9639768120226242e+00,-1.6257842699999794e+00
-1.6011490522332630e+00,1.1891673593172198e+00,-2.4150768506736067e+00
1.3074984518003783e+00,-2.0656770659152408e+00,2.3591650810250160e+00
2.6676032373018241e+00,1.4677496044913587e+00,-3.2375171600741348e-01
-2.8801425171985446e+00,-3.1085076325874539e-01,2.5455612258814337e+00
2.4136446935585649e+00,1.5625637232019978e+00,-9.4331695278181638e-02
-1.1689610616134254e+00,1.1251112400998711e+00,1.5975340390383250e+00
3.2222519490687329e-02,1.3007163670446085e+00,3.0749659750507679e+00
1.9749093830078435e+00,2.3325370088574306e+00,2.9502689707442009e-01
-1.5816830935856085e+00,1.5816440019938272e-01,2.6743789703126986e+00
3.7222120540246273e-01,2.6619458223093684e-01,-1.7689707834325219e-01
2.8646082939220925e+00,-2.7708592098115901e+00,-7.0663244952085691e-01
2.5689188781936609e+00,2.0001361843329661e+00,-2.4156012149511810e+00
2.1251073906172602e+00,2.9344811206358861e+00,2.5002021660148763e+00
-1.9621550611056808e+00,-2.1566779142883750e+00,-1.3198736055664400e+00
-7.8689231527154657e-01,-2.6500456355286435e+00,-1.0902505306870007e+00
-2.5840851713485686e+00,-2.1385078642367370e+00,2.5363153427883764e+00
1.5872018464436710e-01,-2.3340035242952681e+00,2.0649054920404319e+00
-1.3618940079938515e+00,-1.9009690855704158e+00,1.7993354341031651e+00
-1.8084976844823086e+00,-1.2670735127294139e+00,1.7633212018819808e+00
-1.6403592101594855e+00,-2.3658950017775364e+00,2.4266656803469981e+00
2.8835463246159154e-02,-2.3956464359112770e+00,1.9367635471775353e+00
2.5388915872650930e+00,1.2668865505822380e+00,-2.4973808605259178e+00
2.1516260050663920e+00,-7.9567914407548912e-01,-1.5738392371730010e+00
-2.9680916354260716e+00,-9.2319926686920573e-01,-1.2510310707041634e+00
2.1364793733892666e+00,9.3307497437435405e-01,-1.1543833661727292e+00
-1.4966280563343761e+00,-9.2298992994740958e-01,-2.5770057376927982e+00
2.7612681598838078e+00,2.8846116150145855e+00,5.2054693770222471e-01
1.0770346894608878e+00,2.8633927430568962e+00,7.0612721870418405e-01
-2.2241606466832962e+00,9.0223606585002436e-01,1.8567735162159025e+00
2.2382425477297021e+00,-2.2563576537879548e-02,-2.6909057960885123e+00
8.8086898338462660e-01,-9.0469100375319922e-01,-2.5931088391702564e+00
-2.7012064978657966e+00,3.5457189893046070e-01,2.2393346187829186e+00
-3.0959775603315061e+00,-1.6872987076127823e+00,2.3665073661484319e+00
-1.9207322942828176e+00,-2.2537073400880261e+00,-9.9385864652637768e-01
2.4808232213649468e+00,1.1864600450442708e+00,-2.1022723435817192e+00
2.2637645492025493e+00,3.0042525041200392e+00,7.3256601699450341e-01
-9.0416347815790798e-01,-1.6267273496321428e+00,-7.3476886664223251e-02
3.1382233549929328e-01,-2.0151977594532910e+00,-2.1813144353829781e+00
-3.0969512666419159e+00,-1.0800742460628894e+00,-1.6620370088286947e+00
2.1123309614719483e+00,-2.6389897440427750e+00,2.4138788549059269e+00
-3.0282468434106287e+00,-1.6470192791162976e+00,3.9047071804599653e-01
1.5609726464695939e-03,-2.5071495008901654e+00,-1.9459932050072992e+00
-5.3143660502446544e-01,1.0577942721032052e+00,5.2332299210864397e-01
-1.4290140601628698e-01,3.0024983006170221e+00,7.7148696457300536e-01
-9.4439854438473780e-01,-1.3142624996993604e+00,1.3925075453336078e-01
-3.4388868129903161e-01,-2.6791761732604527e+00,-2.6543743450374695e+00
-1.3214373128737753e+00,1.7812219512293570e+00,2.0931110378847473e-01
-1.0509262415735070e+00,2.6783531367526354e+00,-1.0897342529655774e+00
-2.2088699869371369e+00,-7.4792366773317687e-01,-2.6664624110421755e+00
-1.9298118267148734e-01,2.4069496501597873e+00,2.8077822624817559e+00
1.6803369827863390e+00,1.0924255639444933e+00,-1.8735353621300233e-01
-8.5779932969649497e-01,-1.3210003363963525e+00,2.5824918184853152e-01
2.8553491830721818e+00,-1.5599551362908843e+00,8.1431333144493090e-01
1.4426232759416964e+00,7.0589802545778113e-01,2.3717164624597897e+00
-2.7636019610156861e+00,-2.4191677264457745e+00,1.1780491588650799e-01
-2.3604827250516069e+00,2.5804704350486043e+00,-2.9558971479554179e+00
4.9623891720709823e-01,4.7436786251412855e-01,2.4241257595214547e+00
2.5832136428541830e+00,-2.7851381862299296e+00,-4.0233247216749346e-01
-2.8502126433733732e+00,2.7503217518834253e+00,-2.4597877287058241e+00
2.3494385799319151e+00,-2.6993479861777283e+00,1.5584288687483570e+00
-7.7609030781273614e-01,-8.4010832731133789e-01,-7.5526842610778777e-01
-1.0658392010754438e+00,2.4820041991173181e+00,2.6314492354423633e+00
-2.4743087210748316e+00,2.8196475574148394e+00,-2.0100484799839480e-01
2.1766798755549894e+00,2.0266761946273641e+00,-1.3712486995604201e+00
-1.0281398583436765e+00,-1.8341971528033056e+00,-8.9806478579731541e-01
2.1757726678929288e+00,-1.2810089388445776e+00,-2.3066330036726690e+00
2.3961642974163784e+00,2.5276087335103634e+00,1.9627601121829077e+00
1.9729548077679855e+00,4.8294572506671862e-01,-2.3562849752826285e+00
2.2497358928430078e+00,-2.5014369002655696e+00,-1.7019525491130676e+00
4.0883108626114861e-01,8.2678393286633556e-01,2.4605168158982087e+00
-2.6955271600738517e+00,-1.9897028965351047e+00,2.6951981864915240e+00
2.4461161547767194e+00,1.8418866479781775e+00,-1.8179442047275489e+00
-2.9511531817342300e+00,-2.7511165731104885e+00,-2.8255784427537294e+00
-2.6434368010373723e+00,-4.2203937130556834e-01,-1.2388162307174504e+00
-2.6238604171384208e+00,2.9024257202101689e+00,-1.9887225722066311e+00
6.1750912909256828e-01,-3.5732376531960020e-01,-1.7278337235739316e+00
2.5431178173115176e+00,-1.7577869479301895e+00,-1.9496260146515973e+00
9.2793289581638128e-01,1.4676847274691083e+00,2.6237223616288645e+00
4.0309476168381364e-01,4.3569904806586157e-01,4.3103067547180274e-01
1.4998404236689158e+00,1.9032537215611844e+00,1.7292519497068675e+00
2.0324629503846925e+00,4.6468410229836721e-01,-2.6904356516751182e-01
-2.3391139968998909e+00,1.1381074014628032e+00,1.2012197586982003e+00
1.1330844554044956e+00,1.9086250598905421e+00,-3.6806295502625774e-01
2.1370030459487230e+00,2.0676598139017708e+00,7.0823414327603551e-01
1.8652777275605485e+00,-2.0480360457660831e+00,-4.0764432143070595e-01
8.6983801982105202e-01,-2.6121453752224744e+00,3.0633385960340211e+00
-2.8259144242313194e-01,-1.8189651730016410e-01,-9.0177277276704793e-01
-2.7967492966255754e+00,-2.5373524528326152e-01,2.8930732150216913e+00
7.9776005232234937e-02,2.8010767318180037e+00,-1.3977139593690295e+00
1.9620758023361766e+00,1.9234843322702986e+00,2.4101270671374486e+00
1.4169428488472926e+00,1.8586244438255379e+00,3.0152078363074724e+00
-1.4274105715407421e+00,-7.7024806550777791e-01,1.0943699839249694e+00
-7.9394489949555158e-01,-2.0757774935986069e+00,-2.4378389880907227e+00
1.3561471329708015e+00,5.5651263946385843e-01,-7.0763062188931203e-01
1.7764791118529821e+00,-6.0704614549380631e-01,-9.0142747499707054e-01
1.3844717995690452e+00,-1.1055529863284210e+00,-3.5728935094041958e-01
-1.4397159299295907e+00,-1.0711033285027445e+00,1.4900788344917570e+00
1.6988481089226770e-01,1.0688239674980693e-01,-4.8103608121538777e-01
5.9894325283813954e-01,1.4280173634479532e-02,7.6449085146246709e-01
-1.5558473798088375e+00,9.5297028788456650e-01,-9.6704593977554332e-01
-2.0910128262663505e+00,2.2689496896121168e+00,4.0160376923719721e-01
2.2092585427937932e+00,2.8868315152119450e+00,-1.1176072065148031e+00
-1.2669655262659090e+00,1.4973529051758083e+00,2.1429963222051756e+00
1.9209197375310918e+00,5.0771230761048924e-01,2.5784682645935337e+00
-1.9010605854211966e+00,2.4283866935423504e-02,1.1660051635008122e+00
2.9251880131764576e+00,2.3000847499813073e+00,1.3852492554989517e+00
6.1155080211868906e-01,2.7024568210256241e+00,-2.0766224716389767e+00
9.0164248198867636e-01,-2.6588133664562452e+00,2.2256756482555433e+00
1.7024829948305769e+00,6.5961153177575449e-01,1.3531815531756033e+00
1.7969324982425778e+00,-1.5133911661601860e+00,1.7422976845025699e+00
-1.4279175137040490e-01,-3.1246801581519890e+00,-2.0308463064371765e+00
9.3737730534835961e-01,3.0171557207413713e+00,2.4201984253928250e+00
-1.7132357265887175e+00,-2.4201775913055514e+00,1.4521013601112953e+00
-1.7315034591631795e+00,2.6594813763171876e-01,-1.9408505153230777e+00
-2.5586578800936559e+00,2.2302260248981547e+00,3.0372797988576208e+00
-1.2209739609465835e+00,3.5181177478112335e-01,7.0850640922696329e-02
6.3347958259966974e-01,-2.5834899659893740e+00,-2.6030775437253499e+00
1.8831735679381900e-02,2.6195674591370670e+00,-1.5805374444549580e+00
-8.1628519873197769e-01,1.2609030239940537e+00,4.3795803601295447e-01
-1.5936482814399304e+00,-2.0515659169891469e+00,-1.0164052476816399e+00
-1.5635975177326955e-01,-2.9185887285593681e-01,-7.3627274179613567e-01
1.5770098884256960e+00,1.0554322864915289e+00,-1.2119488540782266e+00
2.0982393033030133e-01,-1.3368829789090437e+00,1.6663762800010655e+00
-2.9117419725048270e+00,1.1759586849757113e+00,1.6863911737284480e+00
2.0789388080792914e+00,1.1567381599355393e+00,3.7100741216557420e-01
-2.0701614055261750e+00,-2.4461791265027539e+00,-2.5817654671007282e+00
4.8405047969933701e-01,1.2649250219006056e+00,2.7412370517989890e+00
-5.3282217833228618e-01,3.3585248032623083e-01,-1.5477103906908996e-01
-3.2875372211365983e-01,-6.9887483110057680e-01,2.5847577944735427e+00
-8.4543326366859484e-01,-1.6230432580286409e+00,-3.1905993753981088e-01
1.8986585526416162e+00,2.2350411904931375e+00,1.9396944631397561e-01
1.9101155066768554e+00,-3.0764083636823338e+00,-2.0105315660052856e+00
2.6496509684088307e+00,1.5950518549088590e+00,1.2195909036905856e+00
-2.4149800301676319e+00,-1.1465329475790098e+00,4.4960846550608569e-01
9.8179216112610135e-01,-7.9552040413867653e-01,1.9080421732699264e+00
1.4931339606664551e-01,-9.2692593308861948e-01,-1.9163849752846822e+00
1.3671965026710806e+00,-3.1308640622778086e+00,2.5489977322340360e+00
1.1607728758213556e+00,-5.2251021820520371e-01,2.4435003827917638e+00
-4.0146815141639181e-01,2.1172512302614876e-01,2.6033560944195733e+00
-2.6633521497793775e+00,3.4547673426503822e-01,-1.0491103761410523e+00
1.8195494107373218e+00,-2.0342611365854042e+00,-2.2131651876893228e+00
-2.4292022682096679e+00,-1.2483693354771612e+00,-2.0224730535214608e-01
5.6348429772924513e-01,-3.7014043617873993e-01,-1.5882463395014619e+00
-5.2435307590557034e-02,-8.0727640764023878e-01,-1.2502133630652219e+00
-2.8400264411873262e+00,-7.1624790016577489e-01,-3.8253358768597412e-01
-2.1264123137410742e+00,2.3680683590802065e+00,1.0665174479352846e+00
-4.0984115407640687e-03,3.0865698748559938e+00,-6.6823603241693208e-01
2.7064101871335069e+00,-3.1077220916796784e+00,1.8588108389412596e+00
-2.2669757558237000e+00,-2.7357490044104500e+00,-4.4228136266912177e-01
-9.6488309209894485e-01,2.1727888312599637e+00,1.3910235589342461e+00
-1.9845090679861306e+00,-1.4014446379289440e+00,3.4828032921362873e-01
9.5008895611401467e-02,-5.4992293397553560e-01,2.2412447382060252e-01
-1.8400183184962553e+00,1.9553009870040743e+00,2.1986475460123209e+00
7.1210003219470908e-01,8.3921880275604677e-01,3.0758186788189184e+00
1.4526905195769473e+00,2.7411026416159938e+00,2.2495478298223395e+00
-1.6573752030063282e-01,2.2629656670516312e+00,1.9107459557522297e+00
