"X0","X1","X2","X3","X4","X5","X6","X7"
3.2651042944772900e+02,3.4972072632803062e+01,4.9883416435748472e+01,5.4944550064893768e+01,3.0048860432456593e+02,5.0047092151626930e+03,5.5881488747400851e+01,2.1906622804337563e+00
8.8462673479871648e+02,3.5379538314722211e+01,5.0506782925455134e+01,5.5669801403335534e+01,3.0007190705825593e+02,4.9992207374412656e+03,5.5816462894578862e+01,3.0610077676014282e+00
2.7677476654718134e+02,3.9439784335789490e+01,4.9986577895248800e+01,5.5076463986589189e+01,2.9671621369582698e+02,4.9912900985415854e+03,5.5579006438545051e+01,3.8584983392625958e+00
2.5018244191350880e+02,2.5803347423718026e+01,5.0583279626662353e+01,5.5131883446880238e+01,3.0151628955659146e+02,4.9907311483200328e+03,5.5217852492690199e+01,3.2929106229196008e+00
1.6923882352655928e+03,4.2001113351920189e+01,4.9495455101140529e+01,5.4735286103614733e+01,2.9703139077092283e+02,4.9938939929044736e+03,5.5799409910832694e+01,3.4255764815967322e+00
3.4017915749293988e+03,2.9325564527564012e+01,5.0061028880137350e+01,5.5305591135180528e+01,2.9962294769830504e+02,4.9977751037100352e+03,5.5525390176250433e+01,2.0139253490767079e+00
1.9511468084910416e+03,2.8052099389008159e+01,5.0361590810564167e+01,5.4373757579136836e+01,3.0416497819081468e+02,4.9943324669201529e+03,5.5546853509496877e+01,2.5934774394863935e+00
-4.6705231156808986e+02,2.4262132824396385e+01,5.0797323792054208e+01,5.4692121671359814e+01,2.9550861008630716e+02,5.0014777531395648e+03,5.5203183841584732e+01,2.1731736834658042e+00
7.8147380312925918e+02,2.6582085153441597e+01,5.0441490554151045e+01,5.4742256445707746e+01,3.0326364600429287e+02,4.9935755341423710e+03,5.5406957494109690e+01,2.6044204582109880e+00
-1.5778513013748284e+02,3.0564035943035602e+01,4.9982886614229059e+01,5.4854491505149191e+01,3.0103050543285434e+02,5.0087974764264782e+03,5.5653767095125794e+01,3.8204777171402502e+00
1.6084096183869707e+02,4.7349753854986929e+01,5.0968928548142202e+01,5.4674172103336481e+01,2.9955998510965202e+02,5.0075075637959653e+03,5.5827336062596217e+01,3.8943850998772800e+00
-1.4830886162776005e+02,3.5663650328783532e+01,5.0891197984092031e+01,5.4145071702220527e+01,3.0019038464187241e+02,4.9984499626862062e+03,5.5965407915073143e+01,2.4974006590672921e+00
1.4593226642740067e+03,3.2021108237187484e+01,4.9717704640610087e+01,5.4044839655380692e+01,2.9727823473156013e+02,4.9959230324866739e+03,5.5546956382993450e+01,2.8489156074347153e+00
1.3815231589566538e+03,2.0734601438469070e+01,5.0104913231501563e+01,5.5863970880836511e+01,2.9693505977165830e+02,4.9951596559967475e+03,5.5659585645311495e+01,3.3723364282778237e+00
1.0187428131133390e+03,4.0925207026605015e+01,4.9096095140757022e+01,5.5653921133767341e+01,3.0443760588573690e+02,4.9977373888297698e+03,5.5417333617129749e+01,2.3869201688464332e+00
-7.3616895493082552e+01,1.7345871185832152e+01,4.9661870533742857e+01,5.4771662689383071e+01,2.9810615804101047e+02,4.9951358570382363e+03,5.5670691708511569e+01,3.3013132244100354e+00
2.7444871135268545e+02,3.4526537518021790e+01,4.9737145112867090e+01,5.5669319664211898e+01,3.0075645846910714e+02,4.9998056862458052e+03,5.5520241502760221e+01,3.9372704839951584e+00
5.6897170097500577e+01,2.3833825407321463e+01,4.9674265904265404e+01,5.4546597284786813e+01,2.9808977154200136e+02,5.0062225102097773e+03,5.5612603139525248e+01,2.0643735499265694e+00
-3.0958485853664865e+02,2.7712141766634325e+01,4.9444771728991896e+01,5.4952816431136107e+01,3.0067931580456400e+02,5.0017707896415041e+03,5.5554927217895468e+01,2.3152894787378786e+00
5.6512410593003733e+02,2.0937870821638654e+01,4.9898587605411691e+01,5.4050380125599865e+01,2.9823650134267973e+02,4.9920468792113543e+03,5.5456164424453142e+01,3.0286263463672545e+00
9.1523796580241083e+02,1.6140759044658083e+01,4.9155865150750230e+01,5.5206851843110506e+01,3.0040988765829138e+02,5.0037038692557517e+03,5.5511433067321775e+01,2.7375307148837806e+00
1.4156061316630032e+03,3.2360043922341397e+01,4.9759030113404094e+01,5.5632950067115402e+01,3.0382857141168739e+02,5.0046742701572566e+03,5.5440061966365590e+01,3.3996406013464240e+00
2.0603456852846111e+03,2.4313082450785757e+01,5.0967388783110167e+01,5.5775742638527689e+01,2.9753129762587810e+02,4.9981114106996511e+03,5.5138285619503769e+01,3.6390652690556671e+00
1.0083877997226689e+03,3.8770766736692053e+01,4.9604836670747893e+01,5.4667605945186473e+01,2.9735293292694217e+02,5.0059834775570343e+03,5.5923470726798030e+01,2.6023001592592241e+00
1.9083231668952349e+03,5.1176962499666232e+01,4.9709613822545691e+01,5.4955108269261153e+01,2.9996650933347655e+02,4.9928252596112407e+03,5.5441027216940626e+01,2.7823762914133057e+00
3.9611400943943527e+03,3.8857963142761307e+01,4.9066312767950762e+01,5.4794107514954085e+01,2.9945716066215056e+02,4.9986555343321279e+03,5.5754742701037237e+01,3.1269951294859317e+00
-2.1375453347693974e+02,2.9092038262564415e+01,4.9036545438477852e+01,5.4292560656099567e+01,2.9875050840799537e+02,5.0019673826615308e+03,5.5454844193878678e+01,3.1584058387493732e+00
1.9344351185558783e+03,2.6308822913481485e+01,4.9784707651341662e+01,5.5632564461448872e+01,3.0340643011538623e+02,4.9924411767856463e+03,5.5878088992898753e+01,2.9483791657709255e+00
4.4610243804317520e+01,3.3361206754238090e+01,5.0870404590804362e+01,5.4971531371744931e+01,3.0106710962646986e+02,4.9932777977788401e+03,5.5284819782374768e+01,3.8532983238714187e+00
-6.8391403682602390e+02,2.4742445806182271e+01,5.0207308770613281e+01,5.4272230596234557e+01,2.9877858813193700e+02,4.9960365521519225e+03,5.5803774229364080e+01,3.8501055976648488e+00
8.9236350921822634e+02,2.9645172918873580e+01,4.9082370241172704e+01,5.4339765996313290e+01,3.0234731479515347e+02,4.9963470312538593e+03,5.5400727940829725e+01,3.5390784111677704e+00
2.9132159021372377e+03,3.8175161328382984e+01,5.0573749167480614e+01,5.4145762336161418e+01,2.9804029979520698e+02,4.9930846377273892e+03,5.5196532675819704e+01,3.1385386038161753e+00
8.3621509192907160e+02,4.1808913949576230e+01,5.0493372501075719e+01,5.5722704091650989e+01,2.9804337141706981e+02,4.9937248054248012e+03,5.5509817540228212e+01,3.4120894334645349e+00
3.6664823154541409e+01,3.4999455862425357e+01,4.9536855817734860e+01,5.5437863755440439e+01,2.9931980431369300e+02,5.0029490148609011e+03,5.5238538406572879e+01,2.9746425401964189e+00
1.1326331436585365e+03,2.3900601846283259e+01,4.9587873610429895e+01,5.4814549229536539e+01,3.0301945559386644e+02,4.9981586766842138e+03,5.5579023107672853e+01,3.1009294537155112e+00
2.6942179780999385e+02,3.0514208749858419e+01,5.0577458542081658e+01,5.4202776268029439e+01,3.0381189146681402e+02,5.0015855598633552e+03,5.5484846876983681e+01,3.5788762246289982e+00
1.0004986703081588e+03,2.5787990532677014e+01,4.9448912281997515e+01,5.4077489014660522e+01,2.9736790593649749e+02,5.0068597647885827e+03,5.5580103980034757e+01,3.4856438391487998e+00
6.1271576513125467e+02,3.6700577773027497e+01,4.9357706509880607e+01,5.4574710667814550e+01,3.0220649619225895e+02,5.0020014566139562e+03,5.5437427257637893e+01,2.0376461525016420e+00
9.2738495499573764e+02,3.0411222406386436e+01,4.9169040173891958e+01,5.4553578165651231e+01,2.9970388022698052e+02,4.9999935982086245e+03,5.5293392259890105e+01,2.2782508932404988e+00
2.6339895296802624e+03,2.3012112240836959e+01,4.9146107544438628e+01,5.5631016957762768e+01,3.0329924400619757e+02,4.9973608754087845e+03,5.5443770495630943e+01,3.4088201104755593e+00
4.2201350695313668e+03,3.7629829574587319e+01,4.9488757551260292e+01,5.4683795106195134e+01,2.9867425877379759e+02,4.9999421305417136e+03,5.5301341783063194e+01,2.9747567169318687e+00
3.8732466505910447e+03,3.8166374389436136e+01,4.9768550291889163e+01,5.5228861185981650e+01,3.0123870160919984e+02,5.0042864739183487e+03,5.5375580337065138e+01,3.7356690633796847e+00
1.3263932102207277e+03,3.2151691387592493e+01,4.9782523796463664e+01,5.4550924179494579e+01,2.9843544734739692e+02,5.0016194180649936e+03,5.5245203256117058e+01,2.8634855009405458e+00
6.1546517031219491e+02,2.6361957848476997e+01,5.0858655232119098e+01,5.4954973995723904e+01,2.9840370265978862e+02,5.0001832476195468e+03,5.5339214248387783e+01,3.3053730936577050e+00
1.5069264657024632e+00,3.1019078195894750e+01,4.9348356905752944e+01,5.5788023514334782e+01,3.0274684948017381e+02,4.9973006796034952e+03,5.5408249758836831e+01,3.3983173066776620e+00
8.7792724843731594e+02,1.9133591930942430e+01,5.0882398613799936e+01,5.4349887806214056e+01,3.0213637685033484e+02,4.9952162149710712e+03,5.5200409249319861e+01,2.7165443151457103e+00
3.0224730393468360e+02,3.2752477625271958e+01,4.9796847239694330e+01,5.5616299118361312e+01,2.9895474544759924e+02,5.0046112754969372e+03,5.5713869473270691e+01,3.8976435399622011e+00
-3.4693367226330338e+01,1.9162382042456446e+01,5.0911068121374250e+01,5.5796444936558451e+01,2.9766020478945177e+02,4.9993312437113218e+03,5.5600267315262961e+01,3.3519749961123795e+00
-3.2286289426112990e+02,3.5004690017052909e+01,4.9555446300272230e+01,5.4080279194293425e+01,3.0084872078658918e+02,5.0037732120973515e+03,5.5439816090317237e+01,3.9883458548024340e+00
1.4817441880584561e+03,3.3099908087101461e+01,5.0498081897457745e+01,5.5664414415479904e+01,2.9963617426849476e+02,4.9978436266035542e+03,5.5503550464279662e+01,2.6827115446349215e+00
2.5333556388974243e+03,3.2166793051700616e+01,5.0821328504380467e+01,5.4455222588417598e+01,3.0279170290982944e+02,5.0002285740650877e+03,5.5666555705578602e+01,3.0766392556972648e+00
-1.0802123557623886e+03,3.1922153366370999e+01,5.0736683509376007e+01,5.5339108343652988e+01,3.0170307664018424e+02,5.0087340681921933e+03,5.5529394037987693e+01,3.6230311613851920e+00
5.2539973998427104e+02,2.9029691334185411e+01,5.0950619387499351e+01,5.5150560748200547e+01,3.0071802469495560e+02,4.9958318118378784e+03,5.5141210110383845e+01,2.9187102683947872e+00
4.4021679455015874e+03,3.3835603394061664e+01,5.0346406776331825e+01,5.4320624630250563e+01,3.0037630986653204e+02,4.9975049577036471e+03,5.5824094002748694e+01,3.6599358351402640e+00
1.4509515189603683e+03,5.2445964834683821e+01,5.0509020873515887e+01,5.5294400810053205e+01,2.9820220544352458e+02,5.0003929375754287e+03,5.5359309577262714e+01,3.1014311246815209e+00
9.7787020548936175e+02,1.8965224456900110e+01,4.9167286503169336e+01,5.4448697723342150e+01,3.0334881122765700e+02,5.0011017772688292e+03,5.5347592831078408e+01,3.6582466525005257e+00
2.5577554557504745e+03,1.1051407139348331e+01,4.9299022668320134e+01,5.4808376922417281e+01,2.9613338907669009e+02,5.0063305275683024e+03,5.5599850804497230e+01,3.3798875210297057e+00
-1.3030204803778520e+02,1.5765455071043386e+01,5.0818196050300955e+01,5.5959359231859345e+01,3.0044690445422407e+02,5.0007083658787187e+03,5.5907647264767036e+01,2.9105786518548942e+00
2.7385965654776737e+02,4.3488344531274336e+01,5.0687699874081225e+01,5.4676015842788701e+01,2.9839074852495452e+02,4.9976055078183763e+03,5.5437707741564338e+01,2.6646250850963340e+00
3.0045370082625814e+03,2.9825405595828116e+01,5.0757886802326958e+01,5.4348102833004589e+01,3.0080983016177299e+02,4.9938333749273907e+03,5.5260414354186160e+01,2.2731101398772409e+00
1.3750156548385398e+03,4.3980876812772962e+01,5.0866291632543479e+01,5.5678552400688602e+01,2.9944274725697369e+02,4.9996379106632430e+03,5.5225544927431180e+01,2.2927139462685320e+00
2.4110069821572660e+02,1.7412806085593033e+01,5.0582574840662360e+01,5.4464930825456193e+01,3.0144581823307129e+02,4.9978726134823028e+03,5.5379190663783199e+01,2.4279301161567668e+00
5.0602098729848535e+02,2.3362888373982116e+01,4.9171132424992749e+01,5.5089970739768788e+01,3.0247975425871783e+02,4.9991643149099991e+03,5.5300893458596995e+01,3.7068034235082119e+00
-4.2270958965971261e+02,3.3153453357147917e+01,5.0644586881948484e+01,5.4885253315399090e+01,2.9735040285359457e+02,4.9995147867872693e+03,5.5663232271710285e+01,3.3099005906111212e+00
2.9319752877832238e+03,3.4090482131182512e+01,5.0774856985592237e+01,5.4993029848155309e+01,3.0270557430945837e+02,5.0033636589443986e+03,5.5360506114012807e+01,2.3649552238857954e+00
3.0430885396112653e+03,3.9820639988185832e+01,5.0016088225429385e+01,5.5409041196422713e+01,3.0276981107423086e+02,4.9963674716991800e+03,5.5415067725213873e+01,2.6312476065373072e+00
1.4080304749819243e+02,3.3850632630648320e+01,5.0989072713468687e+01,5.5904821016306869e+01,3.0054115457573653e+02,5.0061368404579780e+03,5.5676844007248121e+01,3.0420982777663648e+00
2.3963558786118142e+03,2.6234993468877327e+01,4.9145140530967801e+01,5.5115921479551723e+01,3.0156443505210490e+02,4.9918182297108478e+03,5.5320832825195737e+01,3.7353159268144926e+00
1.2087961504204395e+03,2.8305580693537102e+01,4.9849491214290929e+01,5.4739483252681957e+01,2.9829068068978188e+02,5.0014450740348530e+03,5.5470486217328187e+01,3.0928580293661856e+00
4.3646796648035320e+01,1.5581869627103936e+01,5.0017966038264248e+01,5.4411127427295824e+01,3.0113703769433664e+02,4.9997907744139284e+03,5.5525544326563605e+01,3.3981595890431215e+00
3.2223357114260494e+02,5.2301828048702596e+01,4.9686224421090117e+01,5.4645802539532184e+01,2.9968294680859822e+02,5.0085447959228959e+03,5.5163108430011455e+01,2.8377980687140947e+00
6.9527027809272590e+02,3.3664646991406997e+01,4.9720503810779270e+01,5.4436796822456444e+01,2.9848447065407686e+02,4.9978676222963586e+03,5.5638682319673748e+01,3.3215073997631688e+00
1.4235664827990122e+03,3.2010839389354359e+01,5.0102176938713825e+01,5.4493710899769944e+01,3.0317619267685615e+02,4.9970288093659074e+03,5.5506302361375113e+01,2.2361608358285530e+00
8.0808029689110890e+02,2.0964844517292612e+01,5.0096745105538943e+01,5.4338036388673210e+01,2.9735422305479244e+02,5.0019671363104744e+03,5.5695629144635923e+01,3.1972564704601609e+00
2.2054159932380929e+02,2.2334860994978825e+01,5.0121422926215089e+01,5.5607735729086023e+01,3.0001296352358025e+02,5.0065469943314038e+03,5.5557586003383520e+01,2.0879726513615604e+00
6.8797187471905522e+02,3.7627717477513443e+01,5.0333638899591534e+01,5.4446998336664542e+01,3.0305503544654533e+02,4.9949695108263486e+03,5.5907459529531863e+01,3.9331441171458903e+00
1.9590517367672501e+03,2.8865150178903537e+01,4.9826240663968129e+01,5.4951382959944048e+01,3.0119364667631299e+02,4.9987440664269216e+03,5.5553130778635229e+01,3.3262677486254342e+00
6.0706949182973301e+02,3.4606161815323240e+01,5.0888476721003727e+01,5.5167760795137383e+01,3.0127385515248892e+02,5.0027060865568901e+03,5.5277768452445542e+01,2.7103016617479629e+00
9.1865914529034558e+02,3.9142842016162703e+01,4.9533665457320240e+01,5.4680886375191371e+01,3.0073487291180021e+02,5.0034753331546890e+03,5.5734064761108399e+01,3.0506682977259487e+00
9.6520316576493269e+02,1.6330485995229871e+01,5.0575589488515888e+01,5.4881089409496710e+01,2.9716759213514365e+02,4.9986657423081751e+03,5.5479862307752633e+01,3.4913605758145168e+00
1.0346911288743008e+03,2.6081494787829378e+01,5.0587662999922856e+01,5.4479834946705253e+01,3.0070282385622795e+02,4.9951772309281932e+03,5.5458530967115941e+01,3.3937246684331597e+00
1.2346379907597438e+03,2.1685399651731043e+01,4.9744725456478399e+01,5.5147528611458682e+01,2.9611371782524890e+02,4.9998589152024033e+03,5.5421352744445358e+01,2.5253573039782724e+00
1.8288938965785434e+02,3.4324189990449028e+01,4.9155919959185205e+01,5.5583980192497350e+01,2.9800725288350634e+02,5.0044397359095074e+03,5.5480157681248613e+01,2.1107798438132801e+00
1.3755052236566116e+03,2.2809998565797464e+01,4.9945783587097090e+01,5.5308620563277536e+01,2.9710918372038066e+02,4.9946496212728734e+03,5.5758267663650294e+01,2.9498644185959026e+00
1.8034911686453788e+03,2.9915911193505629e+01,4.9153317131604204e+01,5.4217955240476172e+01,3.0130502414517770e+02,5.0058127820272130e+03,5.5411037935111885e+01,2.2666565525466904e+00
5.7856957222379724e+03,2.4389768804867025e+01,5.0481121284768321e+01,5.4871460768279668e+01,2.9841636441323266e+02,4.9999920562626121e+03,5.5521044521356245e+01,3.0118269143367113e+00
-4.8074211146156767e+02,1.6276137223271444e+01,5.0110055380125019e+01,5.5061248063019981e+01,3.0424397415514125e+02,5.0010853069188661e+03,5.5501681806249671e+01,2.2142841305782026e+00
7.7190372846610114e+02,3.0147486713287748e+01,5.0892838128126712e+01,5.4436511483960025e+01,3.0166158148049198e+02,4.9937915949415419e+03,5.5939067133384690e+01,3.3651686019751588e+00
6.7235991863410368e+02,2.6920598970527426e+01,4.9272440321119447e+01,5.5927432394798508e+01,3.0313369203583898e+02,4.9962805782115365e+03,5.5733062390665516e+01,3.1783331185825321e+00
1.6087030353818902e+03,3.8473032465018122e+01,5.0419512576090710e+01,5.4748809370731372e+01,3.0298766385437273e+02,4.9979129787875336e+03,5.5543557824084949e+01,2.0376011412884010e+00
1.6178276221806634e+03,3.5969678419846367e+01,5.0204518135771252e+01,5.5981118066822567e+01,2.9769638179418462e+02,5.0006001945409944e+03,5.5570573470111228e+01,3.3282264013497702e+00
1.6664892170779342e+03,3.5682856981125219e+01,5.0763069148903099e+01,5.4489006097779701e+01,2.9812198809379913e+02,5.0023488883852478e+03,5.5437977953124324e+01,2.8081705319852075e+00
6.3802959140328960e+02,3.1266013203628585e+01,4.9149923700570412e+01,5.4446511275318400e+01,3.0323536694977315e+02,5.0039146735734403e+03,5.5536515828014537e+01,2.7580586624080525e+00
5.2446363793211526e+02,3.6539602808217559e+01,4.9390508796936750e+01,5.5052044862414398e+01,2.9908557377062778e+02,4.9995743168249755e+03,5.5931577150260182e+01,2.5539660033762517e+00
1.0677639887428004e+03,3.5060025893315590e+01,5.0057157947958594e+01,5.4182906351547885e+01,3.0071577766761720e+02,4.9988911509549453e+03,5.5788013655119073e+01,3.2494286196233073e+00
1.2279965325823644e+03,2.0402041225000993e+01,4.9637080492128383e+01,5.5013431951526108e+01,2.9998430620227327e+02,5.0042103354785058e+03,5.5513375549131055e+01,3.7199097498634521e+00
3.4079811332157362e+02,1.9897732699645427e+01,4.9258865237995501e+01,5.4508652456094985e+01,3.0002537954009250e+02,5.0008485660377091e+03,5.5472929733333331e+01,3.4882407842835468e+00
2.0974834037587361e+03,2.9991728544191492e+01,4.9286956283503812e+01,5.4107027231665100e+01,3.0052271665883734e+02,4.9933080526053091e+03,5.5230510093068773e+01,3.3784207504480985e+00
2.0720660919413958e+03,2.8649836100938256e+01,5.0289261371537442e+01,5.4306079786126602e+01,3.0230141532684593e+02,4.9952521110615162e+03,5.5935794479728308e+01,2.2855535441814432e+00
4.2042479608217019e+02,4.3929764950034610e+01,4.9387817376135104e+01,5.4382834562024051e+01,2.9975855193426219e+02,5.0029620378750878e+03,5.5478792513261368e+01,2.3350194924420808e+00
-5.3484624065673233e+02,2.1684692485150840e+01,5.0239856409867933e+01,5.4829385130099872e+01,3.0033559281699343e+02,5.0002755220121198e+03,5.5243833250901460e+01,3.5425945261069818e+00
1.3003179142416134e+03,3.0611447663085428e+01,5.0390034523905925e+01,5.4132403628362496e+01,3.0075081540215695e+02,4.9974760838465700e+03,5.5514499714164124e+01,2.8187434186463407e+00
3.8692175779977756e+03,3.6054023853066155e+01,4.9166433298965103e+01,5.5836862759669820e+01,2.9980397348403596e+02,5.0063033639498581e+03,5.5675977548348868e+01,2.5502941878301737e+00
2.3854724873961595e+02,2.8588277105854605e+01,5.0785362687772889e+01,5.4710767307052386e+01,3.0287298271802365e+02,5.0011067789291183e+03,5.5726481034649325e+01,2.6867443286371295e+00
3.0793700633547587e+00,4.9483178463514648e+01,4.9648428674460831e+01,5.5709740807737731e+01,3.0263880623950701e+02,5.0006309336096674e+03,5.5402553513464909e+01,3.9136397905427742e+00
-9.3543972776377586e+01,2.5732105448148289e+01,5.0482371767157552e+01,5.5541538146975086e+01,2.9583537864895953e+02,4.9929833122874925e+03,5.5462214913920555e+01,2.2889732839801518e+00
-3.2224004251760857e+02,3.6805260269887611e+01,5.0324480580566217e+01,5.5061064715008364e+01,3.0145036285100258e+02,5.0045697489671784e+03,5.5475815712590311e+01,3.1587643026654098e+00
3.8717688031263992e+03,3.4654196684628047e+01,4.9039701342462372e+01,5.4002441555339331e+01,2.9664571643384784e+02,5.0008947563050197e+03,5.5740873589075413e+01,3.5652430256759273e+00
3.0051608793393261e+03,3.3981434635491979e+01,5.0152174100313829e+01,5.5022037225901471e+01,3.0080098458455348e+02,4.9974828228102142e+03,5.5343719276011022e+01,3.0494037264962688e+00
1.8015989752907785e+01,2.1187611126469427e+01,4.9347714008644473e+01,5.4025972875858798e+01,3.0028144662778612e+02,5.0037226481338430e+03,5.5542495062609781e+01,3.6094382152677071e+00
1.1408489619253564e+03,3.4792125049373688e+01,5.0200168352097293e+01,5.5083573424385030e+01,2.9789094262924840e+02,5.0062093191086051e+03,5.5587211292331645e+01,2.0490190138827913e+00
9.6846480453641379e+02,3.9016100218947507e+01,5.0013803093676451e+01,5.5975760124403685e+01,2.9859370461558871e+02,4.9982294242159378e+03,5.5371427843364337e+01,2.2795993279610625e+00
7.0656726598582054e+01,3.7724096996547097e+01,5.0308424165789049e+01,5.4866507826009595e+01,3.0030181426078411e+02,5.0025371997545317e+03,5.5212153683026791e+01,2.8201043912436283e+00
1.6603405812988362e+03,4.1373650242136975e+01,4.9648717818692091e+01,5.4774699862140622e+01,3.0017435629216283e+02,5.0045843434991320e+03,5.5244482492982897e+01,3.1219733361558268e+00
4.9624769738813638e+03,3.1013410304149673e+01,5.0822062912326231e+01,5.4323316227601069e+01,3.0237675730778386e+02,5.0081483758804525e+03,5.5652790865370427e+01,2.2351199330428715e+00
3.5142612782925153e+03,3.3950451535930874e+01,5.0270899968061741e+01,5.5074562733960022e+01,2.9762781572908204e+02,4.9943573143579370e+03,5.5751497851531440e+01,2.8222680368393842e+00
7.6749271677336810e+02,2.3414588233798849e+01,4.9163201314876730e+01,5.4283286016402926e+01,2.9787863699202234e+02,4.9949527233499157e+03,5.5816369494041552e+01,3.5059744728150690e+00
1.6972260230949710e+03,2.9028070502511405e+01,5.0704842177713793e+01,5.5843595312055101e+01,2.9757677230851760e+02,5.0021513064148803e+03,5.5606482947548287e+01,3.1047719463025221e+00
8.2161812336780554e+02,3.2221711077945791e+01,5.0180479405395552e+01,5.5965576799097136e+01,2.9784869912350456e+02,4.9947723756345804e+03,5.5229484926362083e+01,2.4180206298175002e+00
1.5056582325581821e+03,2.9973523350221075e+01,5.0782991727008721e+01,5.4227827787252245e+01,2.9965844969042178e+02,5.0016914719192882e+03,5.5765673648333056e+01,2.4114857876157356e+00
-3.4549573702511987e+02,3.7051537095087546e+01,4.9717353568432280e+01,5.5855031349553684e+01,2.9838160123282751e+02,5.0087122067084993e+03,5.5037401400430340e+01,3.4215781684712856e+00
1.1967154220800921e+02,2.1869611454297498e+01,5.0258257849889731e+01,5.4526677675600055e+01,2.9657750781391513e+02,5.0000349616744907e+03,5.5235985096783914e+01,2.1295743609036584e+00
-4.2660754671112534e+02,2.3068314543169254e+01,5.0753425270412343e+01,5.4521160083741833e+01,2.9645071657871051e+02,4.9949646888496700e+03,5.5448696083686905e+01,3.4852287112879439e+00
5.8675975594105319e+02,2.7255184621034509e+01,5.0044195742185678e+01,5.4269006467674913e+01,3.0097725839383753e+02,5.0021409624355247e+03,5.5524939299741753e+01,2.8281290032857420e+00
3.5511206696456306e+03,2.9416466724479832e+01,5.0404047841423214e+01,5.4554962165331951e+01,3.0317187594285792e+02,4.9940944874627903e+03,5.5240477481993558e+01,2.3186240431400669e+00
1.8557003833694509e+03,3.5780213169895760e+01,4.9536942022280456e+01,5.4917989887615413e+01,3.0014262236483574e+02,5.0043154007489820e+03,5.5763830126908836e+01,2.2084481184690086e+00
3.4348443466607646e+03,2.4134308533291325e+01,5.0825373901764713e+01,5.4935899325186959e+01,2.9738552706501378e+02,5.0059506676250867e+03,5.5694605946292739e+01,3.9246559199594482e+00
1.0475493055805341e+03,3.8503933969680141e+01,5.0547576162930788e+01,5.4132767366264211e+01,3.0085525838583209e+02,5.0023641232330310e+03,5.5597488948065497e+01,3.6514483394875916e+00
-2.2152375904313340e+02,3.8277344698368751e+01,4.9980874493291928e+01,5.5158234641569912e+01,2.9768621236231286e+02,5.0008775102777399e+03,5.5566030299756683e+01,2.8425445134871357e+00
8.5471628625213089e+02,3.3670257905736165e+01,5.0215066924616011e+01,5.5318953020507287e+01,2.9856664908222859e+02,4.9961755086046524e+03,5.5182384582010343e+01,2.3152496733767531e+00
