"X0","X1","X2","X3","X4","X5","X6","X7"
9.0323006150828472e-02,3.3383362251931476e+02,9.8463353563344848e+04,1.0655351960297035e+03,9.1452705859806173e+01,8.0147379953559152e+02,1.1917737651054340e+03,1.1877893469880819e+04
1.1834426438072150e-01,1.0275362856444146e+03,1.1186082078706226e+05,1.1033732270716500e+03,1.1114579558456761e+02,7.9530674598391784e+02,1.4292346200919044e+03,1.0816611716189584e+04
9.5995242685974383e-02,2.6413897170125601e+03,8.6367597057113366e+04,1.0745555230528566e+03,9.4379265552293447e+01,7.9273837269190199e+02,1.2062910197664307e+03,1.1970783560116637e+04
1.0913920568211463e-01,4.7988572200405652e+03,6.6233498745413934e+04,1.1096558154818870e+03,7.6933267087293558e+01,8.1278131856315292e+02,1.5103565998292636e+03,1.0807130017871637e+04
1.2443378602925537e-01,1.3589627904008764e+03,8.7084557112382754e+04,1.0205069617738400e+03,1.0159389242957073e+02,8.0278908115602712e+02,1.2673863603983484e+03,9.9756723800063846e+03
7.1363564445462366e-02,2.2907016254041378e+03,8.0448559960965969e+04,1.0817267581576129e+03,8.7189379578783502e+01,8.0369015557198304e+02,1.3615816172086056e+03,1.0423043105819776e+04
9.4878654417787187e-02,2.3950931283469545e+03,1.1398186571616132e+05,1.0799573303569509e+03,8.7340151302606714e+01,8.0952777618038181e+02,1.2972189249335343e+03,1.1370313581774972e+04
1.2593569934761262e-01,6.3194017963993074e+03,9.4307097081232336e+04,1.0971492225748486e+03,7.5711794231118247e+01,7.6066656543798672e+02,1.4871133933990302e+03,1.1167935781835986e+04
1.0442707908212899e-01,5.6813841854820957e+03,6.9605628790757866e+04,1.0235261071350882e+03,6.4680540860731895e+01,7.4029421026088335e+02,1.1508304128933346e+03,1.1452262969209791e+04
6.0760350049342965e-02,9.3817382566749905e+02,8.0810730778473793e+04,1.0349833578433820e+03,7.5811487074207776e+01,7.8099467829164655e+02,1.4614459860600300e+03,1.0749857255510206e+04
1.0145520063112150e-01,1.2459507324616317e+04,1.0751284705566923e+05,1.0784612216496885e+03,7.5899373505186901e+01,7.5164570127789841e+02,1.4841366527073537e+03,1.1787836330091159e+04
9.6966085761236276e-02,1.9795456584368287e+03,9.2828123576462647e+04,1.0901480610977801e+03,8.7715149787319518e+01,7.5755861546043400e+02,1.5537151739679052e+03,1.0066485962404959e+04
9.2653633393326856e-02,3.3279600829430965e+03,1.1407861256000603e+05,1.0221121843219335e+03,7.2600777610164087e+01,7.6718342770457571e+02,1.4970900332889944e+03,1.0867393158973176e+04
1.3774158844984835e-01,4.2092676537847556e+03,9.8302435746099858e+04,1.0918357337735372e+03,1.0468692771915684e+02,8.0783520240254870e+02,1.2276494147964920e+03,1.1702203601042969e+04
8.6489419550960511e-02,3.5542966734344704e+03,7.3685892667826120e+04,1.0337671011043233e+03,6.5317612246496878e+01,7.9917327476969479e+02,1.2631605267568607e+03,1.0440644768792457e+04
1.1288119741964496e-01,2.5089366880130779e+03,1.0147030470806721e+05,1.0044657137334749e+03,1.1066437426688904e+02,7.1685198737756627e+02,1.5621808187941037e+03,1.1971207428499994e+04
1.2812284889783432e-01,4.0328413731343198e+03,1.0848054500781753e+05,1.0007923075810280e+03,8.0582755571917318e+01,7.7027262434708950e+02,1.6625777442245258e+03,1.1661053379074028e+04
9.8652370863566791e-02,1.3535431789429422e+04,8.8927615741319270e+04,1.0457363583481947e+03,9.2446658480849692e+01,8.0282882727938102e+02,1.1246083319001073e+03,1.0607004459074496e+04
1.0293746507955887e-01,2.9988121133018444e+03,8.4733033570318512e+04,1.0643914829525916e+03,6.7802660240124567e+01,7.6394418976042584e+02,1.3502672058463579e+03,9.9396732140674612e+03
8.9500345968224634e-02,7.1408946457326545e+02,7.5484600326563668e+04,1.0147443505166711e+03,6.9918464365601480e+01,7.6634477459644700e+02,1.3806887788429142e+03,1.0529038933500320e+04
9.1076748422198039e-02,5.9923378064157978e+03,8.4377948152243349e+04,1.0424307637883353e+03,9.2901707074961635e+01,7.1556016235156255e+02,1.2564848696775925e+03,9.9871399551483755e+03
1.0577493717317933e-01,4.0751735879723278e+03,7.7523163579129920e+04,1.0203842823541962e+03,8.4695163947291704e+01,7.5777586976107841e+02,1.4436899813793980e+03,1.0450660862628156e+04
1.2200198160578000e-01,4.7072545931267587e+02,8.7494672230491182e+04,1.0098116628268601e+03,1.1442429030057107e+02,8.1473295702279972e+02,1.3085416318444818e+03,1.1582773377204390e+04
1.0712727081813299e-01,5.0792246724622692e+03,7.9347138407717546e+04,1.0156983127770554e+03,8.7231906623582233e+01,7.2244949454605239e+02,1.6566446693365435e+03,1.0583241021771108e+04
1.2863407346652941e-01,2.5622673594177381e+03,1.1134121424183172e+05,1.0611208691280781e+03,6.8188171778496809e+01,7.1669159740015311e+02,1.2767049787870719e+03,1.0274825584235319e+04
7.5579272194544897e-02,8.5363550630367979e+02,6.8424659504453055e+04,1.0393520565290246e+03,1.1326924492412208e+02,7.0463815690494789e+02,1.5887670749981578e+03,1.1666328409396438e+04
1.0710192033740802e-01,5.2237929275860115e+03,9.3724054388322329e+04,1.0882195357739697e+03,1.0706840801935311e+02,8.1666904669877454e+02,1.6615283367805641e+03,1.1789745313890913e+04
8.7237389351543848e-02,1.0301058640886589e+04,8.4061944736045247e+04,1.0705428251061555e+03,1.0202419269129595e+02,7.9928895993067579e+02,1.3824619595763263e+03,1.0750006570164644e+04
8.6817556572484605e-02,2.2003244515870633e+03,1.0456876257529733e+05,1.0898411957218593e+03,1.0521638339191858e+02,8.1987226840370806e+02,1.1836242942279666e+03,1.1731012523120535e+04
1.2551756265086347e-01,1.4662098883648387e+03,7.6935192530386586e+04,1.0557951231291331e+03,6.8420896385290064e+01,7.0431649354001706e+02,1.6473290272625400e+03,1.0058359995745186e+04
8.1791380479468836e-02,3.7591838662438240e+03,6.8306595567422555e+04,1.0488049646741447e+03,9.1556122768277334e+01,7.1550826755981484e+02,1.5783170896776389e+03,1.1753766185136748e+04
8.4372661144481137e-02,1.8568942544627880e+03,6.6690325482371540e+04,1.1061870321331210e+03,7.7133337731613892e+01,7.4339743386391456e+02,1.4955233440793370e+03,1.0049709550454625e+04
9.4204511469674915e-02,1.9583157919273253e+03,7.4013526817167673e+04,1.0034248051841142e+03,8.6855155115710986e+01,7.9456981954494961e+02,1.4790299680469529e+03,1.0215628637028802e+04
8.5463769616768104e-02,5.7488456050624166e+02,1.0254945963618808e+05,1.0388471213966736e+03,9.2489119443390052e+01,8.0446003076834870e+02,1.6754370363694916e+03,1.1077811137720890e+04
1.2152813162820476e-01,1.4784264347376904e+02,1.0733167914904151e+05,1.0757080436211397e+03,7.5797313045524120e+01,7.7779815098481754e+02,1.4553691413566323e+03,1.1217984598772637e+04
1.1302526693030848e-01,8.8696732096273740e+02,9.0093817229475608e+04,1.0593074001677464e+03,9.2011656543486438e+01,7.8837809077980705e+02,1.4930802867229963e+03,1.0581186960206689e+04
1.0712891479089008e-01,3.9667121181572929e+03,1.0300190282057037e+05,1.0338307672258782e+03,6.4783336148593264e+01,7.8269274327577409e+02,1.1885461623209405e+03,1.1950169266712506e+04
8.3242367081754004e-02,1.3771435198557435e+03,8.2683425311224943e+04,1.0313489961733792e+03,1.0589950299828141e+02,7.8634908819377233e+02,1.6238278114523132e+03,1.1800856847231964e+04
1.0922073739771665e-01,6.5732060913046071e+03,6.8909404086025694e+04,1.0597721429594908e+03,1.1121784074518524e+02,7.1758407061838921e+02,1.5571678459357622e+03,9.9156062228474766e+03
9.9431523200105967e-02,2.7008348925212867e+03,6.7409767552128294e+04,1.0553051187054057e+03,6.5655597260680736e+01,7.3526497843442337e+02,1.2484449462464925e+03,1.1166130970252445e+04
1.1362050559864553e-01,1.9562018275884966e+03,6.8086425760929429e+04,1.0737338363798899e+03,9.4435210546572847e+01,7.1864324078174911e+02,1.5426322997070095e+03,1.1676889447004665e+04
9.1340628789941231e-02,1.0393389757009152e+03,7.6139824246168311e+04,1.0134305287621804e+03,1.1508769496149083e+02,8.1533038500250962e+02,1.5986715601167252e+03,1.0047197490893506e+04
1.0734125510097949e-01,7.7105067200295946e+02,1.0873566790860392e+05,1.0400947422225013e+03,6.3525400399577158e+01,8.1171065367730876e+02,1.1296606550912097e+03,1.1717473980903571e+04
1.0915958777138450e-01,2.4814683346712090e+03,7.3466422935674083e+04,1.0665662533137261e+03,8.1698059205430170e+01,7.9640723458922116e+02,1.1506011501224370e+03,1.1151897475671225e+04
8.9062368772169678e-02,2.3823147560850357e+03,9.1277924518018233e+04,1.0686901571677918e+03,9.2204397422959190e+01,8.1875941708963251e+02,1.4604706889658514e+03,1.1758072317455693e+04
1.3707944628835445e-01,6.4423051746981073e+03,7.3008017777683097e+04,1.0377335458122632e+03,7.4296568854940773e+01,7.6922070920617148e+02,1.1811127275916224e+03,1.2038560815215402e+04
1.1242981450601558e-01,8.1582914605409296e+03,1.0148362384756525e+05,1.0228393242981757e+03,7.1087140017675111e+01,7.7843990913706898e+02,1.1427782627054955e+03,1.1997003927338104e+04
6.5899612699660742e-02,9.3696194177528323e+03,7.4764590492971634e+04,9.9329921912051054e+02,1.1187945516495567e+02,7.9931582794130134e+02,1.6577256254297581e+03,1.1156932887950717e+04
1.0371413931312624e-01,1.6794265552189331e+03,8.7317966420538753e+04,1.0998260947516496e+03,1.1555817039337336e+02,7.6839526458705745e+02,1.6320277989079959e+03,1.1472685775367023e+04
9.4684769984534553e-02,1.0585149061706904e+03,1.0423417230598527e+05,1.0199081290884699e+03,1.1515546699863461e+02,7.8115036882869947e+02,1.6166719058877104e+03,1.1881240239905699e+04
1.1366881386112511e-01,4.4201598414086118e+02,1.1061196066001830e+05,1.0880298119379947e+03,1.0441742636809892e+02,7.6659604629012870e+02,1.3822779912511523e+03,1.0658452268860467e+04
8.5970454444503408e-02,2.9942760023683968e+02,7.5937670146249671e+04,1.1061045825712586e+03,9.8218859546848734e+01,7.4079682004781353e+02,1.4946307838441385e+03,1.1865365284052585e+04
9.0250831123462674e-02,1.8192614261323283e+03,7.7936722528274840e+04,1.0508111909176996e+03,6.9714423280853026e+01,8.0408284008808084e+02,1.4968850432505978e+03,1.0416197343907348e+04
9.0928798490937879e-02,2.1318117298035489e+02,6.3624796634433107e+04,1.0693961626721291e+03,8.2283505317356060e+01,7.6204296173094440e+02,1.3716455021339857e+03,1.1505485470551635e+04
7.4415200399823050e-02,2.5551896900952884e+03,1.0215574576261279e+05,9.9924230948839522e+02,9.3192035920696668e+01,7.0121472877387566e+02,1.5702051634038758e+03,1.1577699232099174e+04
6.9406095572271786e-02,4.6073072256037549e+03,1.0106098867377431e+05,9.9023861249511901e+02,1.1298238497627796e+02,7.2680731829518618e+02,1.3920670813229176e+03,1.0771325979298386e+04
9.2476160938815680e-02,5.1829300203636637e+02,1.1207441627071297e+05,1.0090243571434654e+03,9.1894071334334200e+01,7.9377316584865241e+02,1.1244558486012791e+03,1.2040928508532244e+04
9.4218693973679504e-02,4.9142707247436911e+03,6.3500903266833688e+04,1.0633130419053696e+03,7.2523851790406951e+01,7.3800955131924775e+02,1.4215051611374818e+03,1.1998262879507056e+04
1.1891668355671975e-01,2.1453375486253885e+03,1.0511817427928679e+05,1.0341449132955102e+03,9.0922223949756997e+01,7.3669277727148813e+02,1.5124870744917262e+03,1.0291354618858601e+04
1.1588075918932786e-01,5.7627293395509669e+03,7.2089424590187016e+04,1.0837152948402029e+03,7.6417848570177171e+01,7.4415338087909367e+02,1.3365100519543380e+03,1.0302725228232615e+04
9.2234027787379602e-02,4.2937313949055515e+03,8.4615914491368458e+04,1.0036107525936912e+03,7.4305037841681212e+01,7.5325598691521020e+02,1.2303702001668989e+03,1.1529836030147209e+04
1.1434632129712666e-01,1.6540177051752528e+03,1.0014415076281142e+05,1.0250139473624151e+03,8.1265459445496845e+01,7.1704242652911989e+02,1.1502499948356240e+03,1.1814268017927841e+04
9.2946054884136695e-02,7.9213237775418224e+02,1.0118478012741925e+05,1.0835255712797336e+03,6.7443707348202295e+01,7.0950127136978813e+02,1.6075232653307787e+03,9.9063748696738403e+03
1.1156918707413062e-01,1.1892094200085687e+03,7.0486358371672846e+04,1.1029621446278006e+03,1.0351321433288402e+02,7.6760186088231740e+02,1.1229051476421166e+03,1.0374452871075468e+04
1.1873629618210740e-01,1.8604815332452140e+03,1.1125217049791048e+05,1.0181529914711806e+03,8.9723996908878235e+01,7.0417459070459734e+02,1.4368167537627555e+03,1.1048238971550367e+04
1.0089788036911800e-01,3.4118578727239839e+02,7.2736614183526151e+04,1.0736925993426280e+03,9.0306208869251464e+01,7.4523623301361863e+02,1.5262542051153034e+03,1.1531405010914157e+04
1.0340539847191323e-01,1.0348969027434898e+03,9.3606446961879934e+04,1.0502451928710427e+03,7.7879073378134137e+01,7.7312036186264254e+02,1.3182416958796807e+03,1.0823857450360252e+04
8.5053004571844254e-02,3.1763703961258807e+03,1.0792074760589570e+05,9.9292748700095251e+02,6.9487734351090936e+01,7.9654689792507963e+02,1.2073877257303923e+03,1.0939967500969084e+04
1.0001387354549773e-01,5.7170124489286695e+02,8.2747101565887599e+04,1.1076805188831840e+03,8.7543377655384759e+01,7.4346604351822123e+02,1.6104291279650618e+03,1.0701837659283674e+04
9.7653779886617123e-02,1.1597256787539309e+03,1.0986049269029958e+05,1.0994782192841940e+03,8.5266354572643593e+01,7.6802434204696328e+02,1.6188822927726371e+03,1.0165012826851282e+04
9.5864519143878058e-02,1.0194412008736474e+03,8.0494054565429135e+04,1.0175306297964888e+03,7.4708345544110031e+01,7.6699532043044042e+02,1.6555554729833016e+03,1.1427459652782156e+04
6.8092023969096985e-02,2.0636161727222425e+03,7.4871475471489088e+04,1.0560235603264464e+03,9.1727307991351779e+01,7.3701967130874789e+02,1.2178951997198158e+03,1.1724176905947939e+04
6.2957276012064189e-02,1.6679719560297726e+03,9.7235221391368570e+04,1.0594548244825883e+03,8.7225654711875890e+01,7.6947879104179492e+02,1.4549458363825738e+03,1.1481809401790775e+04
1.1049911235667001e-01,6.6245782879716319e+02,1.1045383236487008e+05,1.0644513463122739e+03,8.0537710256881070e+01,7.4733632837460914e+02,1.4181715866663653e+03,1.0918258348058625e+04
1.0538337523136390e-01,5.5564912082831443e+03,1.0394965274938880e+05,1.0795831527614021e+03,1.1153321091966789e+02,7.5554903343664103e+02,1.3392458984682246e+03,1.1260361191261247e+04
6.8462780529602460e-02,1.1379155815489260e+03,9.6784868937472726e+04,1.0558639371419576e+03,1.1599371516007028e+02,7.5278848597503372e+02,1.5245860876074264e+03,1.0809731062139303e+04
1.0522661899887245e-01,1.9275308711253833e+03,1.0059779068121983e+05,1.0192409393034857e+03,6.5832163150733791e+01,7.1082286131892045e+02,1.3520494541046289e+03,1.2040173866151885e+04
7.8388070689667744e-02,1.0842334438447162e+04,7.4586418765089591e+04,1.0323069506977790e+03,8.2715551313865916e+01,7.8946394126644520e+02,1.4159685692457647e+03,1.1800753492974876e+04
9.5485791703817269e-02,7.0526350088105312e+02,7.3937866765821178e+04,9.9917493153070006e+02,6.6916287138629414e+01,8.0393245179103542e+02,1.4419208679495432e+03,1.0074451344321747e+04
1.3406496939142937e-01,1.1401755471162787e+03,8.8331790691005328e+04,1.0192754780426422e+03,6.7934647755913247e+01,7.7369952421090443e+02,1.6000590097818997e+03,1.0602117221383374e+04
8.3869275424080930e-02,1.9540043140886753e+03,7.3385847555680593e+04,1.0389123959734522e+03,9.5117318928829604e+01,8.1614145402912095e+02,1.6709644717874617e+03,1.1013851986953880e+04
9.3641421850119394e-02,2.4603698799457989e+03,1.0274161298504323e+05,9.9325992566498564e+02,8.8838708498891037e+01,7.2344837508718717e+02,1.6404243753051883e+03,1.0594472605993953e+04
1.1759348026023317e-01,9.2138279453278494e+02,9.9839362362309927e+04,1.0982855160414692e+03,8.4484847688143105e+01,7.3703607154494159e+02,1.6676349244121270e+03,1.1391395212479181e+04
1.0523117724455369e-01,3.3790326208403353e+03,9.6993675051172380e+04,1.0200268486976169e+03,9.5074462504537564e+01,7.7971617475821301e+02,1.4291650152265158e+03,1.1239286315326397e+04
1.0615262195710487e-01,1.8120438428297048e+03,8.7410058690276637e+04,1.0973094604364828e+03,6.5054193233292494e+01,8.1552316928691027e+02,1.1735401857637639e+03,1.0942453603166334e+04
9.8882675094298225e-02,4.4980438136938146e+03,8.2494687051008848e+04,1.1097159933606927e+03,8.3447615609795676e+01,8.1431615186757006e+02,1.6427055336345595e+03,1.0979741346625240e+04
1.1011088675194559e-01,1.9539104729490705e+03,6.9230663173994137e+04,1.0004183366820513e+03,7.0022952567779868e+01,7.5115259456843694e+02,1.3702899531268981e+03,1.1500420965770174e+04
1.1635940596334396e-01,8.4588512195376541e+02,1.1179481868951564e+05,9.9376097123591660e+02,9.5529826664713696e+01,8.1672465431841397e+02,1.1277729496920215e+03,1.0909893234501353e+04
1.0134082950756286e-01,2.0954136610336727e+03,9.8139000887797985e+04,1.0995531622588646e+03,1.1100957902307006e+02,7.3142170447286082e+02,1.4494202689679778e+03,1.0033860792690468e+04
1.0015222289527120e-01,5.4068900426526880e+03,1.1155023045236079e+05,1.0113360383994199e+03,9.4046749899554527e+01,7.8280739416381107e+02,1.6471941963483273e+03,1.1606233642665113e+04
1.0453452130142890e-01,6.5417050051992637e+03,7.0571247307956655e+04,1.0799190131447890e+03,7.6037888343551671e+01,7.5519117705959366e+02,1.2304564440869319e+03,1.0353987216756670e+04
7.8308924753716203e-02,2.4462847040610800e+03,7.8955920945755119e+04,1.1045181108910967e+03,6.8040442747549761e+01,7.7326901939222785e+02,1.3461662465680797e+03,1.1833585232396343e+04
1.1973801797654275e-01,4.4894223114591239e+02,1.1138889712766925e+05,1.0163286805378583e+03,9.8284616330744399e+01,7.5936770498085036e+02,1.2098142221516505e+03,9.8629296496212846e+03
5.7395592586981230e-02,1.4024633824617531e+04,1.1218075993157030e+05,1.0179605464653389e+03,8.4108437496947857e+01,7.4185845183304559e+02,1.5670138280599258e+03,1.0104087718798583e+04
1.1255084583008872e-01,7.3763177822372336e+02,8.9900960835118574e+04,1.0314067477017884e+03,1.0186510068716458e+02,7.4278608292148022e+02,1.2717506953058657e+03,1.2026551992441911e+04
1.1632377831627870e-01,3.6448240192954650e+03,1.0655636476514870e+05,1.0596330744451470e+03,8.7279721036775214e+01,7.0095947345457557e+02,1.6083318983174297e+03,1.1899840510589225e+04
1.1112841909312399e-01,2.8453031860771325e+03,7.4047619270586787e+04,1.1048704562497469e+03,7.8425689042365718e+01,7.4193093421128833e+02,1.5652570037847111e+03,1.1792959801945788e+04
8.7390005127315457e-02,7.0286776094264751e+03,6.7745894164156154e+04,1.0548909730180499e+03,9.4128960678553554e+01,7.0204184153862354e+02,1.4018593423764858e+03,1.1083553577674022e+04
8.6951507751700893e-02,7.0744924305427537e+02,8.5095389620533198e+04,1.0107109736630774e+03,8.9693882903260672e+01,7.2331711768707396e+02,1.2789980630741375e+03,1.0987327044450194e+04
9.6378729818261399e-02,2.4154796660805146e+03,7.0127466435943730e+04,1.0736513348876576e+03,1.1543337344261485e+02,8.1009287586778692e+02,1.5493670370150994e+03,9.8761262900556412e+03
1.1287730697468994e-01,2.0560007653922062e+03,7.3209796654111968e+04,1.0382838790993276e+03,1.0978195837714873e+02,8.1371630169404386e+02,1.4061589286964718e+03,9.8813527342596317e+03
8.8009358709981458e-02,6.4884874265420785e+03,6.7846853968234005e+04,1.0239579919911735e+03,1.0688725498020375e+02,7.8394255458267469e+02,1.1234949157731639e+03,9.9970451510805269e+03
1.1539774334976272e-01,1.0214511307379327e+03,6.7866941472497288e+04,1.0805806203715053e+03,6.6895375435949703e+01,7.1428216106680998e+02,1.3749985167551440e+03,1.0210742771384308e+04
1.1210094227022670e-01,7.0911351832298965e+02,7.7576136523521607e+04,1.0969239724134636e+03,1.1492615070992873e+02,7.0559181072910258e+02,1.1460556464610854e+03,1.0511016841155781e+04
9.0038830018583982e-02,1.1070290020603481e+04,7.1065527317296219e+04,1.1054831956500543e+03,9.7106570228142630e+01,7.8354510707477539e+02,1.4738998942342969e+03,1.1296474471493942e+04
1.0236393396499785e-01,3.7477689595368884e+03,6.7517099158698897e+04,1.1030037797668963e+03,7.1968356733701015e+01,7.4696115785544976e+02,1.3535268313164872e+03,9.9583317480178193e+03
1.1030485764545649e-01,1.6707639932053023e+03,7.3047303883244429e+04,1.0806487662484667e+03,7.6115403615982231e+01,7.6929655362555627e+02,1.2229510287888068e+03,1.0189278546661244e+04
9.0880349110823655e-02,2.3162982907683968e+03,1.0042755291409846e+05,1.0928092379066461e+03,1.0041460479133545e+02,7.7382288508143881e+02,1.1596025134655599e+03,1.0669062413934213e+04
6.3722867863135857e-02,3.0968823941391393e+03,9.3073191421855969e+04,1.0531929467531306e+03,9.0951989668682614e+01,7.9673744692585524e+02,1.4597161938359295e+03,9.9457811908044314e+03
1.0104492764787763e-01,8.5859100825885230e+02,1.0945361088134852e+05,1.0403046794031684e+03,1.1146455083222511e+02,7.1017662844924541e+02,1.1785217279338776e+03,1.0786182949577998e+04
9.4347842754440817e-02,3.1491678306663903e+03,9.4544988789687632e+04,1.0689899529456661e+03,7.0468669477145909e+01,8.0422479822050877e+02,1.4574914490991932e+03,1.1488698657826664e+04
1.1681009425878996e-01,9.3333047306336211e+03,1.0616654102089946e+05,1.1021781234361938e+03,6.8810283238870923e+01,7.1574022361175298e+02,1.3435073138362000e+03,1.1391911455602520e+04
9.5625483395417571e-02,4.0113852057717991e+03,6.3757060302877035e+04,1.0873351982465492e+03,1.0743714533709135e+02,7.1710281857900372e+02,1.1830993399917234e+03,1.1905998228230796e+04
1.0306653017085149e-01,3.9187941273042970e+03,8.1601057214333836e+04,1.0654226237778148e+03,9.8521562331348207e+01,7.8576649471388157e+02,1.1463331306848036e+03,1.0281871575946801e+04
8.8635344921730697e-02,1.0302204675432652e+03,1.0674259874790732e+05,1.0796639953843865e+03,9.4646921618313939e+01,7.7063777097295065e+02,1.2689234671597396e+03,1.0799561857067494e+04
1.1377406278244594e-01,3.9549765344278226e+03,1.0073132507760188e+05,1.0551210225917480e+03,8.8573086625747649e+01,7.5976239484650068e+02,1.6196250163608163e+03,1.0499858434854263e+04
7.4744961990587638e-02,1.7035172470686168e+03,1.0446818474506389e+05,1.0163090725828750e+03,9.2532885507435765e+01,8.1847676589948003e+02,1.4286571930958335e+03,1.0412738119473879e+04
7.6962870694282717e-02,1.5095922964883182e+03,8.2665905602091952e+04,1.0495118695689362e+03,7.6330444497745759e+01,7.3018076775761483e+02,1.5123025655574688e+03,1.1837092515382923e+04
7.5365227953730782e-02,2.7700484956973687e+03,7.9728732494082578e+04,1.0614380775553061e+03,9.2282498269624938e+01,8.1836832952418786e+02,1.6682393267704804e+03,1.0392341307688179e+04
1.1321478145936148e-01,2.3669479252859296e+02,7.8344358666926637e+04,1.0166200356718423e+03,7.3934390461449965e+01,7.5666233716115482e+02,1.2409763644391189e+03,1.1698870660015091e+04
1.1133635481230472e-01,1.9301450387425044e+04,6.8889336806573716e+04,1.0442964559986706e+03,7.1911420811262559e+01,7.3947922583588695e+02,1.1755938077535097e+03,1.1793657362076106e+04
1.1388530328120751e-01,3.3151402682599373e+03,9.2884165338111910e+04,1.0134078544414539e+03,1.0353601998954082e+02,7.9508393889335196e+02,1.5613806854550417e+03,1.1928331350294560e+04
1.2900494724310155e-01,5.3156846933613588e+02,6.4041377262572976e+04,9.9725990673861179e+02,1.0503549369002687e+02,7.9737623956591347e+02,1.2243352249474149e+03,1.0586387838371875e+04
1.1424701739316749e-01,4.7691982330413799e+02,6.4924213521648060e+04,1.0075717500912641e+03,9.3736279480963759e+01,7.8864626423812831e+02,1.3540955036022983e+03,1.0464110965570251e+04
1.1681175626308096e-01,1.2530590377362541e+03,1.1135364195855250e+05,1.0621043179907681e+03,1.1383147453483718e+02,7.6410504296584520e+02,1.5539223941693560e+03,1.0050762087496265e+04
